order_id,customer_id,city,state,pincode,correct_pincode,entered_address,corrected_address,correction_required,correction_type,correction_source,delivery_zone,address_accuracy_score,delivery_success,correction_timestamp,week_number,month,year
ORD002229,CUST02408,Hyderabad,Telangana,500201,500001,"129, Shanti Marg, Dadar, Hyderabad","129, Shanti Marg, Dadar, Hyderabad",True,Pincode Mismatch,Customer Feedback,Zone C,58.42,True,2024-09-12 01:51:00,37,9,2024
ORD002230,CUST01521,Jaipur,Rajasthan,302001,302001,"54, Park Marg","54, Park Marg, Sanganer, Jaipur",True,Incomplete Address,Customer Feedback,Zone C,51.8,True,2024-10-30 19:10:00,44,10,2024
ORD002231,CUST02931,Surat,Gujarat,395901,395001,"135, Silver Lane, Koregaon Park, Surat","135, Silver Lane, Koregaon Park, Surat",True,Pincode Mismatch,AI Model,Zone B,47.59,False,2024-06-25 00:22:00,26,6,2024
ORD002232,CUST03889,Kanpur,Uttar Pradesh,208001,208001,"318, Park Street, Sanganer, Kanpur (no landmark)","318, Park Street, Sanganer, Kanpur",True,Missing Landmark,AI Model,Zone A,65.0,True,2024-06-09 11:31:00,23,6,2024
ORD002233,CUST00072,Vadodara,Gujarat,390001,390001,"443, Shanti Marg, Salt Lake, Vadodara","443, Shanti Marg, Salt Lake, Vadodara",False,None,None,Zone D,95.58,True,2024-05-22 13:15:00,21,5,2024
ORD002234,CUST03192,Pune,Maharashtra,411001,411001,"138, Green Valley Colony, Park Street, Pune","138, Green Valley Colony, Park Street, Pune",False,None,None,Zone A,96.59,True,2024-03-08 00:55:00,10,3,2024
ORD002235,CUST01469,Chennai,Tamil Nadu,600001,600001,"963, Behala, Chennai","963, Green Valley Colony, Behala, Chennai",True,Missing Locality,AI Model,Zone D,49.43,False,2024-07-16 16:51:00,29,7,2024
ORD002236,CUST00181,Ahmedabad,Gujarat,380059,380059,"250, Royal Lane, Velachery, Kolkata","472, Green Valley Avenue, Tollygunge, Ahmedabad",True,Duplicate Address,AI Model,Zone A,82.39,True,2024-10-30 01:06:00,44,10,2024
ORD002237,CUST02052,Coimbatore,Tamil Nadu,641001,641001,"784, Golden Street, Gachibowli, Coimbatore","784, Golden Street, Gachibowli, Coimbatore",False,None,None,Zone E,96.79,True,2024-09-05 16:33:00,36,9,2024
ORD002238,CUST01938,Pune,Maharashtra,411001,411001,"2877, Shanti Road, Karol Bagh, Pune","609, Shanti Road, Karol Bagh, Pune",True,Incorrect House Number,Postal Database,Zone E,83.15,True,2024-02-28 13:32:00,9,2,2024
ORD002239,CUST01564,Kanpur,Uttar Pradesh,208001,208001,"91, Silver Nagar, OMR, Kanpur","91, Silver Nagar, OMR, Kanpur",False,None,None,Zone C,88.55,True,2024-01-19 21:37:00,3,1,2024
ORD002240,CUST00008,Hyderabad,Telangana,500001,500001,"550, Royal Nagar, Navrangpura, Hyderabad","550, Royal Nagar, Navrangpura, Hyderabad",True,Street Name Error,AI Model,Zone E,69.38,True,2024-09-06 05:52:00,36,9,2024
ORD002241,CUST02979,Pune,Maharashtra,411001,411001,"544, Park Chowk, Bodakdev, Delhi","685, Park Chowk, Vaishali Nagar, Pune",True,Duplicate Address,Manual Review,Zone A,65.55,True,2024-08-26 16:14:00,35,8,2024
ORD002242,CUST00423,Kolkata,West Bengal,700046,700046,"51, Golden Chowk, HSR Layout, Kolkata","51, Golden Chowk, HSR Layout, Kolkata",False,None,None,Zone C,94.25,True,2024-11-17 18:23:00,46,11,2024
ORD002243,CUST02110,Bengaluru,Karnataka,560100,560100,"623, Shanti Nagar, Gachibowli, Bangaluru","623, Shanti Nagar, Gachibowli, Bengaluru",True,Spelling Error,Postal Database,Zone D,69.42,True,2024-08-10 12:33:00,32,8,2024
ORD002244,CUST02740,Chennai,Tamil Nadu,600001,600001,"71, Silver Chowk, Adyar, Chennai","71, Silver Chowk, Adyar, Chennai",False,None,None,Zone E,89.01,True,2024-08-08 01:22:00,32,8,2024
ORD002245,CUST02564,Bhopal,Madhya Pradesh,462001,462001,"841, Golden Lane, Adyar, Bhopal","841, Golden Lane, Adyar, Bhopal",False,None,None,Zone D,90.99,True,2024-09-14 01:58:00,37,9,2024
ORD002246,CUST03107,Delhi,Delhi,110001,110001,"955, Royal Road, Vastrapur, Delhi","955, Royal Road, Vastrapur, Delhi",False,None,None,Zone B,89.62,True,2024-06-26 13:21:00,26,6,2024
ORD002247,CUST02283,Delhi,Delhi,110020,110020,"721, Blue Chowk, Connaught Place, Delhi","721, Blue Chowk, Connaught Place, Delhi",False,None,None,Zone D,88.22,True,2024-07-12 15:44:00,28,7,2024
ORD002248,CUST02723,Pune,Maharashtra,411001,411001,"802, Royal Nagar","802, Royal Nagar, Vastrapur, Pune",True,Incomplete Address,GPS Verification,Zone A,54.41,True,2024-02-22 04:16:00,8,2,2024
ORD002249,CUST02401,Pune,Maharashtra,416014,411014,"979, Park Colony, Adyar, Pune","979, Park Colony, Adyar, Pune",True,Pincode Mismatch,GPS Verification,Zone E,59.78,True,2024-01-19 21:36:00,3,1,2024
ORD002250,CUST00399,Indore,Madhya Pradesh,452001,452001,"582, Blue Nagar, Jayanagar, Indore","582, Blue Nagar, Jayanagar, Indore",False,None,None,Zone D,90.84,True,2024-03-10 09:24:00,10,3,2024
ORD002251,CUST02534,Delhi,Delhi,210001,110001,"208, Park Lane, Andheri West, Delhi","208, Park Lane, Andheri West, Delhi",True,Pincode Mismatch,GPS Verification,Zone B,32.38,True,2024-03-21 19:19:00,12,3,2024
ORD002252,CUST02840,Mumbai,Maharashtra,400001,400001,"6146, Park Street, Lajpat Nagar, Mumbai","709, Park Street, Lajpat Nagar, Mumbai",True,Incorrect House Number,Customer Feedback,Zone B,67.4,True,2024-09-19 19:31:00,38,9,2024
ORD002253,CUST00522,Bengaluru,Karnataka,560100,560100,"535, Viman Nagar, Bengaluru","535, Golden Marg, Viman Nagar, Bengaluru",True,Missing Locality,Postal Database,Zone B,63.34,False,2024-01-29 00:10:00,5,1,2024
ORD002254,CUST00323,Mumbai,Maharashtra,400051,400051,"230, Park Road, Deccan, Mumbai (no landmark)","230, Park Road, Deccan, Mumbai",True,Missing Landmark,Postal Database,Zone C,80.59,False,2024-02-22 05:23:00,8,2,2024
ORD002255,CUST01767,Kolkata,West Bengal,700001,700001,"755, Sunrise Avenue, Satellite, Kolkata","755, Sunrise Avenue, Satellite, Kolkata",True,Street Name Error,GPS Verification,Zone A,81.48,True,2024-02-05 13:25:00,6,2,2024
ORD002256,CUST02516,Lucknow,Uttar Pradesh,226001,226001,"821, Karol Bagh, Lucknow","821, Green Valley Marg, Karol Bagh, Lucknow",True,Missing Locality,Postal Database,Zone A,55.82,True,2024-05-21 15:40:00,21,5,2024
ORD002257,CUST01241,Ahmedabad,Gujarat,380001,380001,"391, Navrangpura, Ahmedabad","391, Shanti Nagar, Navrangpura, Ahmedabad",True,Missing Locality,Postal Database,Zone B,51.73,True,2024-10-09 09:19:00,41,10,2024
ORD002258,CUST00315,Mumbai,Maharashtra,400001,400001,"164, Park Marg, Kalyani Rd., Mumbai","164, Park Marg, Kalyani Nagar, Mumbai",True,Street Name Error,Manual Review,Zone C,76.73,True,2024-08-24 07:29:00,34,8,2024
ORD002259,CUST02406,Bengaluru,Karnataka,560100,560100,"232, Green Valley Street, Borivali, Bengaluru","232, Green Valley Street, Borivali, Bengaluru",False,None,None,Zone A,88.38,True,2024-12-13 12:40:00,50,12,2024
ORD002260,CUST03813,Coimbatore,Tamil Nadu,641001,641001,"807, Green Valley Lane, Jubilee Hills, Coimbatore","807, Green Valley Lane, Jubilee Hills, Coimbatore",False,None,None,Zone A,92.91,True,2024-01-13 08:29:00,2,1,2024
ORD002261,CUST02772,Surat,Gujarat,395001,395001,"582, Green Valley Street, Rohini, Surat","582, Green Valley Street, Rohini, Surat",False,None,None,Zone E,97.65,True,2024-06-10 12:42:00,24,6,2024
ORD002262,CUST00812,Pune,Maharashtra,411014,411014,"521, Royal Street, Bodakdev, Delhi","744, Blue Nagar, Kondapur, Pune",True,Duplicate Address,AI Model,Zone A,84.06,True,2024-02-10 08:05:00,6,2,2024
ORD002263,CUST01823,Kolkata,Odisha,700001,700001,"114, Green Valley Avenue, Viman Nagar, Kolkata | State: Odisha","114, Green Valley Avenue, Viman Nagar, Kolkata",True,Wrong City-State,AI Model,Zone E,50.92,True,2024-06-10 20:07:00,24,6,2024
ORD002264,CUST00410,Jaipur,Madhya Pradesh,302017,302017,"318, Park Chowk, Andheri West, Jaipur | State: Madhya Pradesh","318, Park Chowk, Andheri West, Jaipur",True,Wrong City-State,Postal Database,Zone C,30.04,False,2024-01-25 12:29:00,4,1,2024
ORD002265,CUST03877,Jaipur,Rajasthan,302017,302017,"470, Shanti Street, Rohini, Jaipar","470, Shanti Street, Rohini, Jaipur",True,Spelling Error,Customer Feedback,Zone B,77.89,True,2024-06-10 15:08:00,24,6,2024
ORD002266,CUST03840,Chennai,Tamil Nadu,600001,600001,"678, Blue Avenue, Anna Nagar, Chennai","678, Blue Avenue, Anna Nagar, Chennai",False,None,None,Zone D,93.46,True,2024-04-23 06:54:00,17,4,2024
ORD002267,CUST00762,Delhi,Delhi,110092,110092,"235, Sunrise Avenue, Koregaon Park, Mumbai","634, Blue Road, Jubilee Hills, Delhi",True,Duplicate Address,GPS Verification,Zone D,58.2,True,2024-11-10 09:05:00,45,11,2024
ORD002268,CUST01425,Bengaluru,Karnataka,560001,560001,"8387, Golden Road, Juhu, Bengaluru","5, Golden Road, Juhu, Bengaluru",True,Incorrect House Number,Customer Feedback,Zone D,62.01,True,2024-11-26 17:02:00,48,11,2024
ORD002269,CUST01623,Coimbatore,Tamil Nadu,641001,641001,"248, Green Valley Road, Salt Lake, Coimbatore","248, Green Valley Road, Salt Lake, Coimbatore",True,Street Name Error,Customer Feedback,Zone A,63.86,False,2024-03-25 10:14:00,13,3,2024
ORD002270,CUST02392,Hyderabad,Telangana,500001,500001,"22, Sunrise Avenue, Gachibowli, Hyderabad","22, Sunrise Avenue, Gachibowli, Hyderabad",True,Street Name Error,Postal Database,Zone E,72.98,False,2024-07-12 20:40:00,28,7,2024
ORD002271,CUST03087,Ahmedabad,Gujarat,380001,380001,"687, Golden Marg, Adyar, Mumbai","521, Park Street, Madhapur, Ahmedabad",True,Duplicate Address,AI Model,Zone A,55.76,True,2024-08-21 14:00:00,34,8,2024
ORD002272,CUST00423,Chennai,Tamil Nadu,600001,600001,"973, Shanti Chowk","973, Shanti Chowk, Lajpat Nagar, Chennai",True,Incomplete Address,GPS Verification,Zone A,45.92,True,2024-01-19 14:33:00,3,1,2024
ORD002273,CUST00381,Coimbatore,Tamil Nadu,641001,641001,"453, Green Valley Nagar, Juhu, Coimbatore","453, Green Valley Nagar, Juhu, Coimbatore",False,None,None,Zone C,99.91,True,2024-01-13 05:59:00,2,1,2024
ORD002274,CUST02712,Bengaluru,Karnataka,560001,560001,"89, Silver Colony, Gachibowli, Bengaluru","89, Silver Colony, Gachibowli, Bengaluru",False,None,None,Zone E,93.07,True,2024-04-28 07:42:00,17,4,2024
ORD002275,CUST00865,Bengaluru,Karnataka,560001,560001,"579, Mansarovar, Bengaluru","579, Golden Colony, Mansarovar, Bengaluru",True,Missing Locality,Manual Review,Zone B,57.03,True,2024-12-14 00:52:00,50,12,2024
ORD002276,CUST02940,Bengaluru,Karnataka,560100,560100,"929, Banjara Hills, Bengaluru","929, Sunrise Road, Banjara Hills, Bengaluru",True,Missing Locality,Postal Database,Zone A,58.8,False,2024-04-19 23:24:00,16,4,2024
ORD002277,CUST00634,Kanpur,Uttar Pradesh,208001,208001,"490, Blue Lane, Prahlad Nagar, Kanpur (no landmark)","490, Blue Lane, Prahlad Nagar, Kanpur",True,Missing Landmark,Manual Review,Zone C,83.85,False,2024-08-06 22:58:00,32,8,2024
ORD002278,CUST01350,Kolkata,West Bengal,700001,700001,"735, Royal Lane, Lajpat Nagar, Kolkata","735, Royal Lane, Lajpat Nagar, Kolkata",False,None,None,Zone B,97.74,True,2024-09-26 12:54:00,39,9,2024
ORD002279,CUST00823,Indore,Madhya Pradesh,452001,452001,"158, Blue Nagar, Prahlad Nagar, Indore","158, Blue Nagar, Prahlad Nagar, Indore",True,Spelling Error,Customer Feedback,Zone A,76.04,False,2024-05-03 08:36:00,18,5,2024
ORD002280,CUST01957,Vadodara,Gujarat,390001,390001,"940, Golden Chowk, Connaught Place, Vadodara","940, Golden Chowk, Connaught Place, Vadodara",False,None,None,Zone B,93.17,True,2024-10-13 20:06:00,41,10,2024
ORD002281,CUST03324,Indore,Madhya Pradesh,452001,452001,"474, Royal Street, Anna Nagar, Indore","474, Royal Street, Anna Nagar, Indore",False,None,None,Zone E,89.46,True,2024-01-13 12:44:00,2,1,2024
ORD002282,CUST02715,Kolkata,West Bengal,700046,700046,"4418, Silver Avenue, Prahlad Nagar, Kolkata","193, Silver Avenue, Prahlad Nagar, Kolkata",True,Incorrect House Number,GPS Verification,Zone C,71.05,True,2024-01-08 03:18:00,2,1,2024
ORD002283,CUST03907,Bengaluru,Karnataka,560100,560100,"6, Lajpat Nagar, Bengaluru","6, Shanti Lane, Lajpat Nagar, Bengaluru",True,Missing Locality,Postal Database,Zone E,60.87,False,2024-10-03 12:25:00,40,10,2024
ORD002284,CUST03926,Pune,Maharashtra,411014,411014,"330, Adyar, Pune","330, Royal Road, Adyar, Pune",True,Missing Locality,Postal Database,Zone A,69.55,True,2024-12-07 02:50:00,49,12,2024
ORD002285,CUST02568,Jaipur,Rajasthan,302017,302017,"86, Silver Nagar, Dadar, Jaipore","86, Silver Nagar, Dadar, Jaipur",True,Spelling Error,Postal Database,Zone E,60.78,True,2024-05-09 23:39:00,19,5,2024
ORD002286,CUST00210,Mumbai,Maharashtra,400069,400069,"971, Green Valley Lane, Deccan, Mumbai","971, Green Valley Lane, Deccan, Mumbai",True,Street Name Error,Manual Review,Zone E,70.93,True,2024-07-11 18:39:00,28,7,2024
ORD002287,CUST00512,Surat,Gujarat,395001,395001,"490, Royal Lane, Salt Lake, Surat","490, Royal Lane, Salt Lake, Surat",False,None,None,Zone D,90.62,True,2024-12-06 08:33:00,49,12,2024
ORD002288,CUST00568,Jaipur,Rajasthan,302017,302017,"972, Shanti Nagar, New Alipore, Jaipur","972, Shanti Nagar, New Alipore, Jaipur",False,None,None,Zone B,99.26,True,2024-08-02 02:38:00,31,8,2024
ORD002289,CUST01575,Mumbai,Maharashtra,400069,400069,"80, Park Lane, Tollygunge, Mumbai","561, Royal Marg, Dwarka, Mumbai",True,Duplicate Address,GPS Verification,Zone A,76.82,True,2024-05-27 03:30:00,22,5,2024
ORD002290,CUST00776,Jaipur,Rajasthan,302001,302001,"5289, Shanti Road, Malviya Nagar, Jaipur","643, Shanti Road, Malviya Nagar, Jaipur",True,Incorrect House Number,AI Model,Zone C,75.71,True,2024-05-02 13:32:00,18,5,2024
ORD002291,CUST03202,Coimbatore,Tamil Nadu,641001,641001,"625, Green Valley Nagar, Malviya Nagar, Coimbatore","625, Green Valley Nagar, Malviya Nagar, Coimbatore",False,None,None,Zone E,93.21,True,2024-05-04 04:14:00,18,5,2024
ORD002292,CUST01648,Jaipur,Rajasthan,302017,302017,"731, Shanti Marg, Juhu, Jaipur","731, Shanti Marg, Juhu, Jaipur",False,None,None,Zone D,89.68,True,2024-03-17 20:51:00,11,3,2024
ORD002293,CUST00758,Coimbatore,Tamil Nadu,641001,641001,"180, Golden Lane","180, Golden Lane, Viman Nagar, Coimbatore",True,Incomplete Address,GPS Verification,Zone E,65.37,True,2024-03-25 05:20:00,13,3,2024
ORD002294,CUST02882,Hyderabad,Telangana,500032,500032,"265, Park Avenue, Jubilee Hills, Hyderabad","265, Park Avenue, Jubilee Hills, Hyderabad",False,None,None,Zone E,90.98,True,2024-11-18 13:49:00,47,11,2024
ORD002295,CUST01313,Hyderabad,Telangana,500032,500032,"84, Royal Lane, Mansarovar, Nagpur","116, Green Valley Street, Rohini, Hyderabad",True,Duplicate Address,AI Model,Zone E,67.78,True,2024-12-28 16:01:00,52,12,2024
ORD002296,CUST02623,Chennai,Tamil Nadu,600020,600020,"88, Silver Colony, Connaught Place, Chennai","88, Silver Colony, Connaught Place, Chennai",False,None,None,Zone D,95.13,True,2024-12-21 01:49:00,51,12,2024
ORD002297,CUST00623,Lucknow,Uttar Pradesh,226001,226001,"799, Blue Chowk, Indiranagar, Lucknow","799, Blue Chowk, Indiranagar, Lucknow",False,None,None,Zone A,88.63,True,2024-10-22 03:44:00,43,10,2024
ORD002298,CUST00093,Lucknow,Uttar Pradesh,226001,226001,"978, Golden Lane, Madhapur, Lucknow","978, Golden Lane, Madhapur, Lucknow",True,Spelling Error,Postal Database,Zone B,60.36,False,2024-07-22 12:46:00,30,7,2024
ORD002299,CUST00932,Pune,Maharashtra,471014,411014,"332, Park Street, Whitefield, Pune","332, Park Street, Whitefield, Pune",True,Pincode Mismatch,Customer Feedback,Zone D,49.74,False,2024-09-07 14:49:00,36,9,2024
ORD002300,CUST00599,Coimbatore,Tamil Nadu,641001,641001,"201, Silver Chowk, Satellite, Coimbatore","201, Silver Chowk, Satellite, Coimbatore",False,None,None,Zone C,91.79,True,2024-10-15 20:52:00,42,10,2024
ORD002301,CUST01610,Kanpur,Uttar Pradesh,208001,208001,"240, Blue Road, Vaishali Nagar, Coimbatore","276, Green Valley Street, Tollygunge, Kanpur",True,Duplicate Address,Postal Database,Zone D,55.36,False,2024-08-05 04:22:00,32,8,2024
ORD002302,CUST01481,Surat,Gujarat,395001,395001,"107, Green Valley Marg, Behala, Surat","107, Green Valley Marg, Behala, Surat",True,Street Name Error,Manual Review,Zone D,61.16,True,2024-01-08 17:02:00,2,1,2024
ORD002303,CUST03939,Delhi,Delhi,110020,110020,"761, Royal Marg, Borivali, Delhi","761, Royal Marg, Borivali, Delhi",False,None,None,Zone B,99.93,True,2024-09-18 14:14:00,38,9,2024
ORD002304,CUST00612,Bhopal,Madhya Pradesh,462001,462001,"41, Blue Lane, Kothrud, Bhopal (no landmark)","41, Blue Lane, Kothrud, Bhopal",True,Missing Landmark,Manual Review,Zone B,76.49,False,2024-05-28 17:22:00,22,5,2024
ORD002305,CUST02793,Mumbai,Maharashtra,400051,400001,"137, Sunrise Street, Connaught Place, Mumbai","137, Sunrise Street, Connaught Place, Mumbai",True,Pincode Mismatch,Manual Review,Zone B,46.34,True,2024-12-10 02:27:00,50,12,2024
ORD002306,CUST00375,Chennai,Tamil Nadu,600020,600020,"715, Golden Lane, Prahlad Nagar, Chennai","715, Golden Lane, Prahlad Nagar, Chennai",False,None,None,Zone A,91.91,True,2024-06-16 11:21:00,24,6,2024
ORD002307,CUST00709,Mumbai,Maharashtra,400001,400001,"907, Green Valley Road","907, Green Valley Road, Adyar, Mumbai",True,Incomplete Address,GPS Verification,Zone B,63.06,False,2024-03-06 13:56:00,10,3,2024
ORD002308,CUST02167,Lucknow,Uttar Pradesh,226001,226001,"14, Shanti Nagar, Dadar, Lucknow (no landmark)","14, Shanti Nagar, Dadar, Lucknow",True,Missing Landmark,Manual Review,Zone B,58.87,True,2024-03-19 23:41:00,12,3,2024
ORD002309,CUST00839,Mumbai,Maharashtra,400001,400001,"686, Park Marg, Whitefield, Mumbai","686, Park Marg, Whitefield, Mumbai",False,None,None,Zone E,95.68,True,2024-08-21 10:51:00,34,8,2024
ORD002310,CUST01729,Pune,Maharashtra,411001,411001,"786, Royal Road, Behala, Pune","786, Royal Road, Behala, Pune",False,None,None,Zone D,89.34,True,2024-07-21 07:07:00,29,7,2024
ORD002311,CUST00408,Ahmedabad,Gujarat,380059,380059,"998, Royal Lane, Park Street, Ahmedabad","857, Blue Avenue, T Nagar, Ahmedabad",True,Duplicate Address,Customer Feedback,Zone D,66.21,False,2024-02-02 00:24:00,5,2,2024
ORD002312,CUST02986,Hyderabad,Telangana,500001,500001,"595, Blue Road, Jubilee Hills, Hyderabad","595, Blue Road, Jubilee Hills, Hyderabad",True,Street Name Error,Customer Feedback,Zone A,78.66,True,2024-01-15 03:21:00,3,1,2024
ORD002313,CUST00488,Chennai,Tamil Nadu,600020,600020,"307, Royal Nagar, Park Street, Chennai","307, Royal Nagar, Park Street, Chennai",False,None,None,Zone C,90.04,True,2024-03-07 09:06:00,10,3,2024
ORD002314,CUST00655,Mumbai,Maharashtra,400001,400001,"2617, Sunrise Nagar, Anna Nagar, Mumbai","838, Sunrise Nagar, Anna Nagar, Mumbai",True,Incorrect House Number,Manual Review,Zone B,58.67,False,2024-12-28 10:23:00,52,12,2024
ORD002315,CUST01111,Lucknow,Uttar Pradesh,226001,226001,"137, Sunrise Colony, Indiranagar, Lucknow","137, Sunrise Colony, Indiranagar, Lucknow",True,Street Name Error,Postal Database,Zone A,74.44,True,2024-04-30 11:58:00,18,4,2024
ORD002316,CUST03161,Lucknow,Uttar Pradesh,226001,226001,"509, Golden Marg, Kondapur, Lucknow","509, Golden Marg, Kondapur, Lucknow",False,None,None,Zone A,96.95,True,2024-11-01 11:02:00,44,11,2024
ORD002317,CUST02885,Mumbai,Maharashtra,400069,400069,"937, Silver Marg, Kothrud, Mumbai","937, Silver Marg, Kothrud, Mumbai",False,None,None,Zone E,91.83,True,2024-04-02 14:28:00,14,4,2024
ORD002318,CUST03722,Kolkata,West Bengal,700046,700046,"182, Golden Road, Karol Bagh, Kolkata (no landmark)","182, Golden Road, Karol Bagh, Kolkata",True,Missing Landmark,Customer Feedback,Zone C,70.95,True,2024-05-01 00:16:00,18,5,2024
ORD002319,CUST02496,Bhopal,Madhya Pradesh,462001,462001,"913, Sunrise Chowk, Karol Bagh, Bhopal","913, Sunrise Chowk, Karol Bagh, Bhopal",True,Street Name Error,AI Model,Zone B,78.98,False,2024-06-07 04:11:00,23,6,2024
ORD002320,CUST01316,Bengaluru,Karnataka,560100,560100,"337, Sanganer, Bengaluru","337, Park Colony, Sanganer, Bengaluru",True,Missing Locality,AI Model,Zone D,49.78,False,2024-10-15 13:28:00,42,10,2024
ORD002321,CUST02903,Chennai,Tamil Nadu,600020,600020,"622, Green Valley Street, Bodakdev, Chennai","622, Green Valley Street, Bodakdev, Chennai",False,None,None,Zone C,97.42,False,2024-10-07 07:01:00,41,10,2024
ORD002322,CUST02251,Patna,Bihar,800001,800001,"479, Golden Marg","479, Golden Marg, Velachery, Patna",True,Incomplete Address,Customer Feedback,Zone E,63.01,False,2024-02-14 12:00:00,7,2,2024
ORD002323,CUST03181,Vadodara,Gujarat,390001,390001,"992, Blue Road, OMR, Vadodara","992, Blue Road, OMR, Vadodara",False,None,None,Zone B,89.31,True,2024-03-26 05:07:00,13,3,2024
ORD002324,CUST02080,Delhi,Delhi,110001,110001,"727, Golden Road, T Nagar, Delhi","727, Golden Road, T Nagar, Delhi",True,Street Name Error,Customer Feedback,Zone E,68.76,True,2024-02-06 04:42:00,6,2,2024
ORD002325,CUST03063,Vadodara,Gujarat,390001,390001,"601, Shanti Road, Dwarka, Vadodara","601, Shanti Road, Dwarka, Vadodara",False,None,None,Zone B,99.05,True,2024-02-24 23:07:00,8,2,2024
ORD002326,CUST02773,Kanpur,Unknown State,208001,208001,"619, Blue Marg, Satellite, Kanpur | State: Unknown State","619, Blue Marg, Satellite, Kanpur",True,Wrong City-State,Postal Database,Zone D,58.05,False,2024-04-22 06:33:00,17,4,2024
ORD002327,CUST01915,Kanpur,Uttar Pradesh,208001,208001,"904, Silver Marg, Karol Bagh, Kanpur","904, Silver Marg, Karol Bagh, Kanpur",True,Street Name Error,GPS Verification,Zone D,74.56,True,2024-05-12 07:36:00,19,5,2024
ORD002328,CUST03375,Lucknow,Uttar Pradesh,226001,226001,"53, Sunrise Road, Banjara Hills, Lucknow (no landmark)","53, Sunrise Road, Banjara Hills, Lucknow",True,Missing Landmark,GPS Verification,Zone C,63.54,True,2024-11-09 23:41:00,45,11,2024
ORD002329,CUST02382,Bhopal,Madhya Pradesh,462001,462001,"321, Blue Avenue, Madhapur, Bhopal","321, Blue Avenue, Madhapur, Bhopal",False,None,None,Zone B,91.72,True,2024-01-23 14:25:00,4,1,2024
ORD002330,CUST00127,Kanpur,Uttar Pradesh,208001,208001,"552, Blue Colony, Tollygunge, Hyderabad","139, Golden Colony, Behala, Kanpur",True,Duplicate Address,Postal Database,Zone C,79.91,False,2024-02-25 22:25:00,8,2,2024
ORD002331,CUST02483,Delhi,Delhi,110020,110020,"594, Shanti Colony, Velachery, Delhi","594, Shanti Colony, Velachery, Delhi",False,None,None,Zone E,95.64,True,2024-01-28 14:51:00,4,1,2024
ORD002332,CUST01954,Hyderabad,Telangana,500032,500032,"580, Golden Street, Kalyani Nagar, Coimbatore","519, Silver Chowk, Adyar, Hyderabad",True,Duplicate Address,Customer Feedback,Zone E,67.5,False,2024-10-09 02:24:00,41,10,2024
ORD002333,CUST00401,Bengaluru,Karnataka,560001,560001,"314, Sunrise Chowk, Jayanagar, Bengaluru","314, Sunrise Chowk, Jayanagar, Bengaluru",False,None,None,Zone D,96.32,True,2024-08-14 20:42:00,33,8,2024
ORD002334,CUST01589,Chennai,Tamil Nadu,600001,600001,"97, Shanti Colony, T Nagar, Chennai","97, Shanti Colony, T Nagar, Chennai",False,None,None,Zone E,95.7,True,2024-09-17 17:13:00,38,9,2024
ORD002335,CUST02794,Nagpur,Maharashtra,440001,440001,"757, Blue Avenue, Jayanagar, Coimbatore","196, Shanti Colony, Kalyani Nagar, Nagpur",True,Duplicate Address,Postal Database,Zone A,72.45,True,2024-03-07 17:21:00,10,3,2024
ORD002336,CUST00975,Kanpur,Uttar Pradesh,208001,208001,"230, Green Valley Marg, Koramangala, Kanpur","230, Green Valley Marg, Koramangala, Kanpur",False,None,None,Zone C,96.2,True,2024-04-10 05:29:00,15,4,2024
ORD002337,CUST01007,Lucknow,Uttar Pradesh,226001,226001,"728, Silver Street, Mansarovar, Lucknow (no landmark)","728, Silver Street, Mansarovar, Lucknow",True,Missing Landmark,Manual Review,Zone C,62.87,False,2024-04-06 04:08:00,14,4,2024
ORD002338,CUST01286,Chennai,Tamil Nadu,600020,600020,"77, Park Nagar, Lajpat Nagar, Chennai","77, Park Nagar, Lajpat Nagar, Chennai",False,None,None,Zone C,91.96,True,2024-05-04 22:22:00,18,5,2024
ORD002339,CUST03823,Bengaluru,Karnataka,560100,560100,"2860, Sunrise Marg, Sanganer, Bengaluru","463, Sunrise Marg, Sanganer, Bengaluru",True,Incorrect House Number,Postal Database,Zone C,62.54,True,2024-06-07 08:59:00,23,6,2024
ORD002340,CUST03919,Ahmedabad,Gujarat,380001,380001,"819, Madhapur, Ahmedabad","819, Blue Nagar, Madhapur, Ahmedabad",True,Missing Locality,AI Model,Zone B,56.53,True,2024-12-05 19:05:00,49,12,2024
ORD002341,CUST00971,Chennai,Tamil Nadu,600020,600020,"750, Sunrise Nagar, Vaishali Nagar, Chennai (no landmark)","750, Sunrise Nagar, Vaishali Nagar, Chennai",True,Missing Landmark,Postal Database,Zone A,58.1,True,2024-03-17 17:41:00,11,3,2024
ORD002342,CUST03323,Bengaluru,Tamil Nadu,560100,560100,"304, Park Nagar, T Nagar, Bengaluru | State: Tamil Nadu","304, Park Nagar, T Nagar, Bengaluru",True,Wrong City-State,Manual Review,Zone C,50.14,False,2024-07-08 11:20:00,28,7,2024
ORD002343,CUST02754,Ahmedabad,Rajasthan,380001,380001,"53, Royal Nagar, Velachery, Ahmedabad | State: Rajasthan","53, Royal Nagar, Velachery, Ahmedabad",True,Wrong City-State,Postal Database,Zone C,30.2,False,2024-10-02 19:51:00,40,10,2024
ORD002344,CUST02129,Coimbatore,Tamil Nadu,641001,641001,"106, Silver Street, Tollygunge, Kolkata","238, Royal Chowk, Jayanagar, Coimbatore",True,Duplicate Address,GPS Verification,Zone B,56.85,False,2024-07-29 01:01:00,31,7,2024
